TradeNumber,Instrument,Direction,Quantity,EntryTime,EntryPrice,EntryName,ExitTime,ExitPrice,ExitName,ProfitPoints,ProfitTicks,ProfitCurrency,Commission,CumProfitCurrency,MaePoints,MfePoints,Stop,Target,R
16,NQ,Long,1,2026-01-05 06:21:00,25576.5,VAB,2026-01-05 06:27:00,25565,Stop loss,-11.7,-46.8,-234,4,2112,11.5,2.25,25565.28125,25598.09375,-1.0251
17,NQ,Long,1,2026-01-09 05:06:00,25733.5,VAB,2026-01-09 05:09:00,25727.5,Stop loss,-6.2,-24.8,-124,4,1988,6,0.75,25727.78125,25743.8125,-1.0492
18,NQ,Long,1,2026-01-12 06:44:00,25742.75,VAB,2026-01-12 07:10:00,25728.75,Stop loss,-14.2,-56.8,-284,4,1704,14,19.25,25729,25769.625,-1.0182
19,NQ,Short,1,2026-01-16 11:47:00,25688.25,VAB,2026-01-16 12:18:00,25707.5,Stop loss,-19.45,-77.8,-389,4,1315,19.25,34.25,25707.25,25651,-1.0132
20,NQ,Long,1,2026-01-20 23:10:00,25210.25,VAB,2026-01-20 23:26:00,25202.75,Stop loss,-7.7,-30.8,-154,4,1161,7.5,9.75,25203.0833333333,25224.0520833333,-1.0465
21,NQ,Short,1,2026-01-22 15:40:00,25647,VAB,2026-01-22 15:59:00,25622.5,Profit target,24.3,97.2,486,4,1647,3,24.5,25659.6145833333,25622.4270833333,1.9422
22,NQ,Long,1,2026-01-27 20:52:00,26218,VAB,2026-01-27 21:01:00,26212.25,Stop loss,-5.95,-23.8,-119,4,1528,5.75,3,26212.59375,26228.53125,-1.0636
23,NQ,Long,1,2026-01-30 07:12:00,25881,VAB,2026-01-30 07:21:00,25856.5,Stop loss,-24.7,-98.8,-494,4,1034,24.5,5.75,25856.75,25928.75,-1.0103
24,NQ,Long,1,2026-02-02 15:06:00,25890.25,VAB,2026-02-02 15:07:00,25869.5,Stop loss,-20.95,-83.8,-419,4,615,36,5.75,25869.625,25930.375,-1.0061
25,NQ,Short,1,2026-02-10 14:01:00,25288.75,VAB,2026-02-10 14:12:00,25253.75,Profit target,34.8,139.2,696,4,1311,8,35,25306.5833333333,25253.6458333333,1.9626
26,NQ,Short,1,2026-02-13 00:02:00,24709,VAB,2026-02-13 00:04:00,24725.75,Stop loss,-16.95,-67.8,-339,4,972,16.75,4.25,24725.375,24676.625,-1.0229
27,NQ,Short,1,2026-02-13 00:16:00,24709,VAB,2026-02-13 00:18:00,24724,Stop loss,-15.2,-60.8,-304,4,668,16.75,2.25,24723.75,24679.875,-1.0169
28,NQ,Short,1,2026-02-16 18:48:00,24796.5,VAB,2026-02-16 19:13:00,24824.25,Stop loss,-27.95,-111.8,-559,4,109,27.75,22.25,24824.1770833333,24741.7083333333,-1.0026
29,NQ,Short,1,2026-02-16 19:26:00,24802.25,VAB,2026-02-16 19:50:00,24759.25,Profit target,42.8,171.2,856,4,965,6.25,43,24824.25,24759.25,1.9545
30,NQ,Long,1,2026-02-18 00:37:00,24829.25,VAB,2026-02-18 01:07:00,24815,Stop loss,-14.45,-57.8,-289,4,676,14.25,17.5,24815.34375,24856.125,-1.0247
31,NQ,Short,1,2026-02-22 19:31:00,24854.75,VAB,2026-02-22 19:44:00,24871.75,Stop loss,-17.2,-68.8,-344,4,332,17,12.5,24871.40625,24822.25,-1.0206
32,NQ,Long,1,2026-02-24 14:21:00,25023.25,VAB,2026-02-24 14:30:00,25002.25,Stop loss,-21.2,-84.8,-424,4,-92,21,1.5,25002.5833333333,25063.8333333333,-1.0161
33,NQ,Long,1,2026-02-26 22:38:00,25026.5,VAB,2026-02-26 23:21:00,25055.25,Profit target,28.55,114.2,571,4,479,6,28.75,25011.78125,25055.25,1.9533
34,NQ,Long,1,2026-03-04 15:53:00,25149.25,VAB,2026-03-04 16:00:00,25137.75,Exit on session close,-11.7,-46.8,-234,4,245,21.5,4.25,25126.3125,25194.03125,-0.5014
35,NQ,Short,1,2026-03-04 23:03:00,25087.5,VAB,2026-03-04 23:10:00,25100.75,Stop loss,-13.45,-53.8,-269,4,-24,13.25,3.5,25100.375,25062.125,-1.0291
36,NQ,Short,1,2026-03-06 05:01:00,24934,VAB,2026-03-06 05:06:00,24899.5,Profit target,34.3,137.2,686,4,662,19,34.5,24951.75,24899.5,1.9437
37,NQ,Short,1,2026-03-12 10:37:00,24599,VAB,2026-03-12 10:40:00,24629.75,Stop loss,-30.95,-123.8,-619,4,43,30.75,20,24629.375,24539.3125,-1.0123
38,NQ,Long,1,2026-03-16 02:18:00,24551.5,VAB,2026-03-16 02:19:00,24543,Stop loss,-8.7,-34.8,-174,4,-131,10,4.25,24543.3333333333,24566.7083333333,-1.0408
39,NQ,Long,1,2026-03-18 05:19:00,24970,VAB,2026-03-18 05:49:00,24953.25,Stop loss,-16.95,-67.8,-339,4,-470,16.75,7.5,24953.4375,25002.375,-1.0113
40,NQ,Long,1,2026-03-18 20:01:00,24408,VAB,2026-03-18 20:02:00,24394.75,Stop loss,-13.45,-53.8,-269,4,-739,13.25,0,24396.5,24422,-1.1522
41,NQ,Long,1,2026-03-18 20:12:00,24406,VAB,2026-03-18 20:28:00,24423.5,Profit target,17.3,69.2,346,4,-393,3,17.5,24395.6666666667,24423.4166666667,1.6935
42,NQ,Long,1,2026-03-19 15:01:00,24373.75,VAB,2026-03-19 15:02:00,24356,Stop loss,-17.95,-71.8,-359,4,-752,17.75,2.5,24356.1458333333,24408.0208333333,-1.0083
43,NQ,Long,1,2026-03-19 15:56:00,24406,VAB,2026-03-19 15:58:00,24397.25,Stop loss,-8.95,-35.8,-179,4,-931,9.25,1.75,24397.5,24422,-1.0294
