EntryTime,ExitTime,Direction,EntryPrice,ExitPrice,ExitName,ProfitPoints,ProfitCurrency,Commission,MaePoints,MfePoints,Stop,Target,R
2015-01-06T14:30:01Z,2015-01-06T14:30:04Z,Short,4164.25,4166.5,,-2.25,-45,4.3,-2.25,0.0,,,
2015-01-07T21:11:45Z,2015-01-08T14:30:01Z,Long,4151.5,4188.5,,37.0,740,4.3,-2.375,38.625,,,
2015-01-09T14:30:01Z,2015-01-09T14:30:02Z,Long,4246.25,4245.75,,-0.5,-10,4.3,-0.5,0.0,,,
2015-01-09T15:12:42Z,2015-01-09T15:13:09Z,Short,4230.25,4232.0,,-1.75,-35,4.3,-1.75,0.75,,,
2015-01-12T17:17:15Z,2015-01-12T17:20:09Z,Short,4171.0,4176.75,,-5.75,-115,4.3,-5.75,1.5,,,
2015-01-21T21:00:01Z,2015-01-21T21:00:09Z,Long,4186.5,4184.5,,-2.0,-40,4.3,-2.0,0.0,,,
2015-01-22T21:59:29Z,2015-01-23T14:30:01Z,Long,4269.0,4263.0,,-6.0,-120,4.3,-6.0,0.125,,,
2015-01-28T19:06:09Z,2015-01-28T19:10:26Z,Short,4199.75,4187.0,,12.75,255,4.3,-3.0,13.5,,,
2015-01-29T14:31:34Z,2015-01-29T14:31:38Z,Short,4123.5,4126.75,,-3.25,-65,4.3,-3.25,0.0,,,
2015-02-03T21:31:02Z,2015-02-03T21:32:55Z,Long,4218.75,4216.25,,-2.5,-50,4.3,-2.5,0.0,,,
2015-02-10T18:05:07Z,2015-02-10T18:21:01Z,Long,4262.25,4260.0,,-2.25,-45,4.3,-2.25,3.25,,,
2015-02-10T19:20:05Z,2015-02-10T19:22:54Z,Long,4263.0,4261.5,,-1.5,-30,4.3,-1.5,0.75,,,
2015-02-11T16:45:10Z,2015-02-11T17:42:06Z,Long,4297.25,4292.75,,-4.5,-90,4.3,-4.5,2.25,,,
2015-02-12T20:30:01Z,2015-02-12T20:33:55Z,Long,4341.0,4339.25,,-1.75,-35,4.3,-1.75,0.625,,,
2015-02-13T14:30:01Z,2015-02-13T14:30:02Z,Long,4356.5,4355.25,,-1.25,-25,4.3,-1.25,0.0,,,
2015-02-19T18:34:14Z,2015-02-19T18:54:34Z,Long,4408.25,4412.5,,4.25,85,4.3,-0.625,4.5,,,
2015-02-23T21:47:58Z,2015-02-24T14:30:01Z,Long,4446.0,4441.25,,-4.75,-95,4.3,-4.75,0.25,,,
2015-02-25T15:39:23Z,2015-02-25T16:48:53Z,Long,4448.0,4453.5,,5.5,110,4.3,-1.0,5.75,,,
2015-02-25T17:46:25Z,2015-02-25T18:34:10Z,Long,4454.0,4459.25,,5.25,105,4.3,-0.5,5.625,,,
2015-03-12T20:55:02Z,2015-03-13T13:30:01Z,Long,4333.0,4329.25,,-3.75,-75,4.3,-3.75,1.0,,,
2015-04-14T13:30:01Z,2015-04-14T13:30:02Z,Short,4400.5,4401.0,,-0.5,-10,4.3,-0.5,0.0,,,
2015-04-15T14:20:21Z,2015-04-15T15:20:14Z,Long,4408.75,4403.25,,-5.5,-110,4.3,-5.5,3.0,,,
2015-04-16T18:36:41Z,2015-04-16T18:53:50Z,Long,4418.75,4417.0,,-1.75,-35,4.3,-1.75,1.0,,,
2015-04-21T20:14:46Z,2015-04-21T20:36:42Z,Short,4427.75,4431.0,,-3.25,-65,4.3,-3.25,0.25,,,
2015-05-05T17:53:31Z,2015-05-05T18:11:22Z,Short,4408.5,4413.0,,-4.5,-90,4.3,-4.5,4.25,,,
2015-05-08T17:15:01Z,2015-05-08T17:27:22Z,Long,4455.5,4453.25,,-2.25,-45,4.3,-2.25,1.25,,,
2015-05-15T16:12:15Z,2015-05-15T16:22:52Z,Short,4482.75,4485.5,,-2.75,-55,4.3,-2.75,0.75,,,
2015-05-18T14:30:01Z,2015-05-18T15:26:15Z,Long,4486.0,4498.25,,12.25,245,4.3,-3.25,12.75,,,
2015-06-10T15:40:01Z,2015-06-10T18:04:19Z,Long,4487.25,4493.25,,6.0,120,4.3,-2.25,7.625,,,
2015-06-16T15:51:07Z,2015-06-16T15:53:52Z,Long,4443.25,4441.25,,-2.0,-40,4.3,-2.0,0.875,,,
2015-06-16T16:16:29Z,2015-06-16T16:30:03Z,Long,4442.25,4445.25,,3.0,60,4.3,-0.375,3.5,,,
2015-06-17T13:30:01Z,2015-06-17T13:30:02Z,Long,4463.75,4462.75,,-1.0,-20,4.3,-1.0,0.0,,,
2015-06-17T14:11:43Z,2015-06-17T14:25:39Z,Long,4470.25,4465.25,,-5.0,-100,4.3,-5.0,0.25,,,
2015-06-17T14:55:01Z,2015-06-17T15:11:17Z,Long,4469.0,4466.75,,-2.25,-45,4.3,-2.25,3.5,,,
2015-06-26T19:36:11Z,2015-06-26T19:42:12Z,Short,4480.25,4475.0,,5.25,105,4.3,-1.0,5.5,,,
2015-06-26T20:15:17Z,2015-06-29T13:30:01Z,Short,4480.75,4427.0,,53.75,1075,4.3,-1.5,56.625,,,
2015-07-03T16:51:18Z,2015-07-03T16:59:38Z,Short,4414.25,4416.5,,-2.25,-45,4.3,-2.25,0.0,,,
2015-07-06T13:30:01Z,2015-07-06T13:30:02Z,Short,4392.5,4393.75,,-1.25,-25,4.3,-1.25,0.0,,,
2015-07-17T15:25:34Z,2015-07-17T15:32:56Z,Long,4634.0,4637.0,,3.0,60,4.3,-0.875,3.5,,,
2015-07-17T16:06:52Z,2015-07-17T16:11:28Z,Long,4634.5,4632.0,,-2.5,-50,4.3,-2.5,0.375,,,
2015-07-31T19:07:45Z,2015-07-31T19:20:06Z,Short,4581.0,4584.5,,-3.5,-70,4.3,-3.5,1.125,,,
2015-07-31T19:41:50Z,2015-07-31T19:45:52Z,Short,4581.0,4584.25,,-3.25,-65,4.3,-3.25,0.0,,,
2015-08-03T19:33:53Z,2015-08-03T19:35:00Z,Short,4553.5,4557.0,,-3.5,-70,4.3,-3.5,0.0,,,
2015-08-14T18:56:13Z,2015-08-14T18:57:54Z,Long,4522.75,4520.25,,-2.5,-50,4.3,-2.5,0.0,,,
2015-08-14T19:00:56Z,2015-08-14T19:05:19Z,Long,4522.75,4527.25,,4.5,90,4.3,-0.75,4.75,,,
2015-08-26T20:31:35Z,2015-08-26T20:41:35Z,Long,4217.75,4212.5,,-5.25,-105,4.3,-5.25,3.0,,,
2015-09-15T20:55:09Z,2015-09-16T13:30:01Z,Long,4363.5,4360.5,,-3.0,-60,4.3,-3.0,0.875,,,
2015-09-17T14:49:30Z,2015-09-17T15:37:57Z,Long,4389.5,4384.5,,-5.0,-100,4.3,-5.0,3.875,,,
2015-09-17T18:00:01Z,2015-09-17T18:00:02Z,Long,4402.25,4396.5,,-5.75,-115,4.3,-5.75,17.75,,,
2015-09-17T18:00:02Z,2015-09-17T18:35:01Z,Short,4409.5,4414.5,,-5.0,-100,4.3,-11.25,41.75,,,
2015-09-17T18:45:32Z,2015-09-19T17:30:00Z,Short,4433.5,4322.25,,111.25,2225,2.15,-18.0,111.25,,,
2015-11-12T21:58:43Z,2015-11-13T14:30:01Z,Short,4583.75,4570.5,,13.25,265,4.3,-0.625,14.75,,,
2015-11-24T15:10:16Z,2015-11-24T15:12:05Z,Long,4657.5,4653.0,,-4.5,-90,4.3,-4.5,1.0,,,
2015-12-01T19:56:01Z,2015-12-01T20:43:13Z,Long,4703.0,4710.0,,7.0,140,4.3,-2.125,7.5,,,
2015-12-02T18:30:02Z,2015-12-02T18:33:01Z,Long,4731.0,4729.25,,-1.75,-35,4.3,-1.75,1.25,,,
2015-12-07T14:30:01Z,2015-12-07T14:30:02Z,Long,4718.0,4717.25,,-0.75,-15,4.3,-0.75,0.0,,,
2015-12-09T18:25:37Z,2015-12-09T18:41:06Z,Short,4600.5,4608.0,,-7.5,-150,4.3,-7.5,6.75,,,
2015-12-09T18:45:01Z,2015-12-09T18:47:51Z,Short,4600.25,4607.5,,-7.25,-145,4.3,-7.25,1.375,,,
2015-12-15T15:26:31Z,2015-12-15T15:33:21Z,Long,4631.5,4625.75,,-5.75,-115,4.3,-5.75,0.75,,,
2015-12-16T21:29:58Z,2015-12-16T21:30:01Z,Long,4664.5,4660.5,,-4.0,-80,4.3,-4.0,0.0,,,
2015-12-17T15:10:01Z,2015-12-17T15:49:46Z,Short,4666.25,4645.5,,20.75,415,4.3,-1.25,21.75,,,
2015-12-17T20:39:22Z,2015-12-17T20:46:27Z,Short,4624.75,4618.25,,6.5,130,4.3,-3.25,6.75,,,
