TradeNumber,Instrument,Direction,Quantity,EntryTime,EntryPrice,EntryName,ExitTime,ExitPrice,ExitName,ProfitPoints,ProfitTicks,ProfitCurrency,Commission,CumProfitCurrency,MaePoints,MfePoints,Stop,Target,R
169,NQ,Short,1,2025-09-17 11:39:00,24653,VAB,2025-09-17 12:32:00,24670.75,Stop loss,-17.95,-71.8,-359,4,11850,18.5,21.75,24668.3125,24622,-1.1592
170,NQ,Short,1,2025-09-21 18:48:00,25104.5,VAB,2025-09-21 19:02:00,25112.5,Stop loss,-8.2,-32.8,-164,4,11686,8.5,2.75,25109.2916666667,25095.0729166667,-1.6696
171,NQ,Short,1,2025-09-23 10:42:00,25194.75,VAB,2025-09-23 12:20:00,25161,Profit target,33.55,134.2,671,4,12357,23,35,25215.90625,25163.09375,1.5953
172,NQ,Long,1,2025-09-24 06:09:00,25164.75,VAB,2025-09-24 06:33:00,25154.5,Stop loss,-10.45,-41.8,-209,4,12148,10.25,4.5,25154.7604166667,25183.9791666667,-1.0261
173,NQ,Short,1,2025-10-02 13:04:00,25341.25,VAB,2025-10-02 13:14:00,25363,Stop loss,-21.95,-87.8,-439,4,11709,23.75,5.5,25356.6875,25310.5625,-1.4089
174,NQ,Short,1,2025-10-03 14:52:00,25253.75,VAB,2025-10-05 17:10:00,25277.75,Buy to cover,-24.2,-96.8,-484,4,11225,33.25,23.5,25267.5833333333,25232.5833333333,-1.7349
175,NQ,Long,1,2025-10-08 13:06:00,25538.25,VAB,2025-10-08 14:27:00,25567.75,Profit target,29.3,117.2,586,4,11811,16,29.5,25523.0833333333,25566.5833333333,1.9451
176,NQ,Long,1,2025-10-13 00:08:00,25073.75,VAB,2025-10-13 01:07:00,25100.5,Profit target,26.55,106.2,531,4,12342,6.5,26.75,25055.9375,25099.8125,1.5018
177,NQ,Long,1,2025-10-15 03:40:00,25181.75,VAB,2025-10-15 04:05:00,25217.5,Profit target,35.55,142.2,711,4,13053,10.25,37.5,25172.1666666667,25200.9166666667,3.7304
178,NQ,Long,1,2025-10-16 07:41:00,25331.75,VAB,2025-10-16 08:05:00,25336.75,Sell,4.8,19.2,96,4,13149,0,24.25,25309.1041666667,25373.2916666667,0.2208
179,NQ,Short,1,2025-10-16 23:17:00,24986.75,VAB,2025-10-16 23:20:00,24972.25,Profit target,14.3,57.2,286,4,13435,0.5,15,24993.9791666667,24972.2291666667,2.0058
180,NQ,Long,1,2025-10-23 12:13:00,25483.25,VAB,2025-10-23 12:52:00,25531.5,Profit target,48.05,192.2,961,4,14396,27.75,50,25459.625,25529.375,2.0423
181,NQ,Long,1,2025-10-24 11:49:00,25800.25,VAB,2025-10-24 14:57:00,25783,Stop loss,-17.45,-69.8,-349,4,14047,23,27,25785.5,25826,-1.1695
182,NQ,Long,1,2025-10-28 07:12:00,26260.5,VAB,2025-10-28 07:20:00,26270.75,Profit target,10.05,40.2,201,4,14248,1,11.5,26250.4375,26269.5625,1.0186
183,NQ,Long,1,2025-10-28 10:58:00,26312,VAB,2025-10-28 11:32:00,26373.75,Profit target,61.55,246.2,1231,4,15479,6.25,91.25,26286.5,26352.5,2.4216
184,NQ,Long,1,2025-10-29 20:38:00,26554.5,VAB,2025-10-29 21:14:00,26593.75,Profit target,39.05,156.2,781,4,16260,6,40,26532.5,26592.5,1.7841
185,NQ,Short,1,2025-10-31 10:27:00,26408.5,VAB,2025-10-31 10:39:00,26357,Profit target,51.3,205.2,1026,4,17286,5.25,52.25,26427.3333333333,26379.3333333333,2.7345
186,NQ,Short,1,2025-11-03 22:23:00,26179.5,VAB,2025-11-03 23:20:00,26159.75,Profit target,19.55,78.2,391,4,17677,7,22.75,26194.9166666667,26159.9166666667,1.2811
187,NQ,Long,1,2025-11-05 10:27:00,25978.75,VAB,2025-11-05 10:48:00,26027,Profit target,48.05,192.2,961,4,18638,3.25,53.5,25948.9791666667,26026.6666666667,1.6207
188,NQ,Short,1,2025-11-13 14:56:00,25297.75,VAB,2025-11-13 14:57:00,25336,Stop loss,-38.45,-153.8,-769,4,17869,44.5,1,25330.5625,25241.3125,-1.1657
189,NQ,Long,1,2025-11-19 05:47:00,24977.5,VAB,2025-11-19 05:56:00,24953.75,Stop loss,-23.95,-95.8,-479,4,17390,24.5,8.25,24956.5625,25011.875,-1.1343
190,NQ,Short,1,2025-11-20 14:35:00,24525.25,VAB,2025-11-20 14:48:00,24385.75,Profit target,139.3,557.2,2786,4,20176,2.25,143.5,24587.5729166667,24400.4479166667,2.2383
191,NQ,Long,1,2025-11-25 20:41:00,25432.25,VAB,2025-11-25 21:04:00,25449,Profit target,16.55,66.2,331,4,20507,9.5,17.5,25418.2916666667,25444.4166666667,1.2000
192,NQ,Short,1,2025-11-30 19:37:00,25559,VAB,2025-11-30 19:44:00,25584.75,Stop loss,-25.95,-103.8,-519,4,19988,28.5,6,25581.8958333333,25514.5208333333,-1.1247
193,NQ,Long,1,2025-12-01 10:22:00,25628,VAB,2025-12-01 11:46:00,25738,Profit target,109.8,439.2,2196,4,22184,10.5,110.25,25572.75,25735.25,1.9910
194,NQ,Long,1,2025-12-01 12:52:00,25734.25,VAB,2025-12-01 12:59:00,25746.75,Profit target,12.3,49.2,246,4,22430,2.25,15,25723.78125,25746.8125,1.1940
195,NQ,Long,1,2025-12-09 09:52:00,25926,VAB,2025-12-09 10:04:00,25954.5,Profit target,28.3,113.2,566,4,22996,2.5,34,25887.9166666667,25952.4166666667,0.7484
196,NQ,Long,1,2025-12-09 14:46:00,25962.5,VAB,2025-12-09 14:56:00,25951.5,Stop loss,-11.2,-44.8,-224,4,22772,15.25,16,25954.7708333333,25974.1458333333,-1.4232
197,NQ,Short,1,2025-12-12 14:15:00,25488.75,VAB,2025-12-12 14:32:00,25458.75,Profit target,29.8,119.2,596,4,23368,8.75,30.25,25503.8020833333,25459.1770833333,1.9931
198,NQ,Short,1,2025-12-17 13:28:00,24944.25,VAB,2025-12-17 13:44:00,24964.25,Stop loss,-20.2,-80.8,-404,4,22964,22.5,22.25,24961.4270833333,24916.3958333333,-1.1643
199,NQ,Short,1,2025-12-17 14:09:00,24943,VAB,2025-12-17 14:18:00,24974,Stop loss,-31.2,-124.8,-624,4,22340,31,0.75,24960.0625,24915.03125,-1.8168
200,NQ,Long,1,2025-12-19 00:55:00,25292.25,VAB,2025-12-19 01:05:00,25327.25,Profit target,34.8,139.2,696,4,23036,4.25,37.25,25277.375,25318.5,2.3529
201,NQ,Long,1,2025-12-19 14:52:00,25584,VAB,2025-12-19 14:54:00,25570.75,Stop loss,-13.45,-53.8,-269,4,22767,16.75,2.25,25570.8333333333,25599.3333333333,-1.0063
202,NQ,Long,1,2025-12-23 13:49:00,25787.25,VAB,2025-12-23 13:56:00,25795.75,Profit target,8.3,33.2,166,4,22933,1.5,9,25783.6666666667,25794.6666666667,2.3721
203,NQ,Long,1,2025-12-23 19:38:00,25819.25,VAB,2025-12-23 19:42:00,25811,Stop loss,-8.45,-33.8,-169,4,22764,10.75,0.25,25811.6145833333,25830.5208333333,-1.0805
204,NQ,Short,1,2025-12-23 23:23:00,25781,VAB,2025-12-23 23:26:00,25785,Stop loss,-4.2,-16.8,-84,4,22680,4,1,25784,25775,-1.3333
205,NQ,Long,1,2026-01-09 05:21:00,25734.25,VAB,2026-01-09 05:27:00,25745.75,Profit target,11.3,45.2,226,4,22906,2,14,25727.78125,25743.8125,1.7778
206,NQ,Long,1,2026-01-12 06:46:00,25742.75,VAB,2026-01-12 07:11:00,25728.75,Stop loss,-14.2,-56.8,-284,4,22622,14.25,19.25,25729,25769.625,-1.0182
207,NQ,Short,1,2026-01-16 11:48:00,25685,VAB,2026-01-16 12:19:00,25709.5,Stop loss,-24.7,-98.8,-494,4,22128,26.5,31,25707.25,25651,-1.1011
208,NQ,Short,1,2026-01-22 15:41:00,25645.25,VAB,2026-01-22 16:00:00,25622.25,Profit target,22.8,91.2,456,4,22584,4.75,35.5,25659.6145833333,25622.4270833333,1.6012
209,NQ,Long,1,2026-01-27 20:54:00,26219.25,VAB,2026-01-27 21:15:00,26212,Stop loss,-7.45,-29.8,-149,4,22435,8.5,1.75,26212.59375,26228.53125,-1.0892
210,NQ,Long,1,2026-01-30 07:13:00,25884.5,VAB,2026-01-30 07:25:00,25854.5,Stop loss,-30.2,-120.8,-604,4,21831,33.75,2.25,25856.75,25928.75,-1.0811
211,NQ,Long,1,2026-02-02 15:11:00,25891.75,VAB,2026-02-02 15:56:00,25868.75,Stop loss,-23.2,-92.8,-464,4,21367,28.25,0.25,25869.625,25930.375,-1.0395
212,NQ,Short,1,2026-02-10 14:05:00,25279.75,VAB,2026-02-10 14:15:00,25251,Profit target,28.55,114.2,571,4,21938,0,34.5,25306.5833333333,25253.6458333333,1.0714
213,NQ,Short,1,2026-02-13 00:06:00,24708.75,VAB,2026-02-13 00:12:00,24729.5,Stop loss,-20.95,-83.8,-419,4,21519,22.25,0.25,24725.375,24676.625,-1.2481
214,NQ,Short,1,2026-02-13 00:24:00,24700.75,VAB,2026-02-13 00:32:00,24671,Profit target,29.55,118.2,591,4,22110,6.75,32.25,24723.75,24679.875,1.2935
215,NQ,Short,1,2026-02-16 19:27:00,24801.5,VAB,2026-02-16 19:51:00,24757.75,Profit target,43.55,174.2,871,4,22981,2.5,49.25,24824.25,24759.25,1.9231
216,NQ,Long,1,2026-02-18 00:38:00,24831.75,VAB,2026-02-18 01:08:00,24812.75,Stop loss,-19.2,-76.8,-384,4,22597,20.75,15,24815.34375,24856.125,-1.1581
217,NQ,Short,1,2026-02-22 19:35:00,24851.75,VAB,2026-02-22 19:46:00,24872.75,Stop loss,-21.2,-84.8,-424,4,22173,22.25,1.5,24871.40625,24822.25,-1.0684
218,NQ,Long,1,2026-02-24 14:46:00,25030.5,VAB,2026-02-24 14:52:00,25064.25,Profit target,33.55,134.2,671,4,22844,2.75,41.5,25002.5833333333,25063.8333333333,1.2090
219,NQ,Long,1,2026-02-26 22:39:00,25033.25,VAB,2026-02-26 23:22:00,25055.75,Profit target,22.3,89.2,446,4,23290,12.75,23.75,25011.78125,25055.25,1.0480
220,NQ,Long,1,2026-03-04 15:54:00,25150.25,VAB,2026-03-04 17:10:00,25154,Sell,3.55,14.2,71,4,23361,22.5,21,25126.3125,25194.03125,0.1567
221,NQ,Short,1,2026-03-04 23:04:00,25087.25,VAB,2026-03-04 23:40:00,25062,Profit target,25.05,100.2,501,4,23862,17,25.75,25100.375,25062.125,1.9238
222,NQ,Short,1,2026-03-06 05:04:00,24931.25,VAB,2026-03-06 05:09:00,24899.25,Profit target,31.8,127.2,636,4,24498,1.25,38.25,24951.75,24899.5,1.5610
223,NQ,Short,1,2026-03-12 10:38:00,24588.25,VAB,2026-03-12 10:41:00,24695,Stop loss,-106.95,-427.8,-2139,4,22359,109.75,9.25,24629.375,24539.3125,-2.5957
224,NQ,Long,1,2026-03-18 05:21:00,24971.5,VAB,2026-03-18 05:54:00,24948,Stop loss,-23.7,-94.8,-474,4,21885,23.5,6,24953.4375,25002.375,-1.3010
225,NQ,Long,1,2026-03-18 20:12:00,24406,VAB,2026-03-18 20:30:00,24425,Profit target,18.8,75.2,376,4,22261,3,19,24395.6666666667,24423.4166666667,1.8387
226,NQ,Long,1,2026-03-19 15:06:00,24373.75,VAB,2026-03-19 15:24:00,24413.75,Profit target,39.8,159.2,796,4,23057,7.25,40,24356.1458333333,24408.0208333333,2.2722
227,NQ,Long,1,2026-03-19 17:02:00,24425.5,VAB,2026-03-19 17:02:00,24425.5,Profit target,-0.2,-0.8,-4,4,23053,0,0,24396.3333333333,24420.8333333333,0.0000
