TradeNumber,Instrument,Direction,Quantity,EntryTime,EntryPrice,EntryName,ExitTime,ExitPrice,ExitName,ProfitPoints,ProfitTicks,ProfitCurrency,Commission,CumProfitCurrency,MaePoints,MfePoints,Stop,Target,R
282,NQ,Long,1,2021-11-28 22:05:00,19116.5,VAB,2021-11-28 22:36:00,19110.25,Stop loss,-6.45,-25.8,-129,4,918,6.25,7.5,19110.53125,19127.40625,-1.0471
283,NQ,Long,1,2021-11-29 02:42:00,19090.75,VAB,2021-11-29 02:44:00,19077.25,Stop loss,-13.7,-54.8,-274,4,644,13.5,1.75,19077.4583333333,19116.3958333333,-1.0157
284,NQ,Long,1,2021-12-06 15:21:00,18717.5,VAB,2021-12-06 15:27:00,18705.25,Stop loss,-12.45,-49.8,-249,4,395,12.25,0,18705.5625,18740.28125,-1.0262
285,NQ,Long,1,2021-12-07 07:27:00,19003,VAB,2021-12-07 07:32:00,19012,Profit target,8.8,35.2,176,4,571,4.75,9,18998.1666666667,19011.9166666667,1.8621
286,NQ,Long,1,2021-12-08 20:02:00,19266.25,VAB,2021-12-08 20:06:00,19261.75,Stop loss,-4.7,-18.8,-94,4,477,4.5,0,19261.7916666667,19269.9166666667,-1.0093
287,NQ,Long,1,2021-12-08 20:08:00,19265.25,VAB,2021-12-08 20:12:00,19262.25,Stop loss,-3.2,-12.8,-64,4,413,3,0.5,19262.125,19270.375,-0.9600
288,NQ,Long,1,2021-12-08 20:17:00,19265.5,VAB,2021-12-08 20:28:00,19270.25,Profit target,4.55,18.2,91,4,504,3.25,4.75,19261.8958333333,19270.1458333333,1.3179
289,NQ,Long,1,2021-12-13 05:41:00,19277,VAB,2021-12-13 05:47:00,19263.75,Stop loss,-13.45,-53.8,-269,4,235,13.25,9.5,19263.75,19302.75,-1.0000
290,NQ,Long,1,2021-12-13 19:34:00,18981,VAB,2021-12-13 19:40:00,18976.5,Stop loss,-4.7,-18.8,-94,4,141,5.25,4.25,18976.8333333333,18988.8333333333,-1.0800
291,NQ,Long,1,2021-12-13 20:46:00,18973.75,VAB,2021-12-13 20:50:00,18967.75,Stop loss,-6.2,-24.8,-124,4,17,6,0.25,18968.0833333333,18984.2708333333,-1.0588
292,NQ,Short,1,2021-12-14 10:35:00,18657.25,VAB,2021-12-14 11:18:00,18611.75,Profit target,45.3,181.2,906,4,923,18,45.5,18680.3125,18611.6875,1.9729
293,NQ,Short,1,2021-12-15 09:59:00,18713,VAB,2021-12-15 10:32:00,18665.75,Profit target,47.05,188.2,941,4,1864,17.75,47.25,18736.6979166667,18665.7604166667,1.9938
294,NQ,Short,1,2021-12-16 15:23:00,18727.25,VAB,2021-12-16 16:00:00,18754.25,Exit on session close,-27.2,-108.8,-544,4,1320,28.25,0.5,18759.75,18663.0625,-0.8308
295,NQ,Short,1,2021-12-20 01:06:00,18459.75,VAB,2021-12-20 01:22:00,18441.75,Profit target,17.8,71.2,356,4,1676,12.25,18,18469.1666666667,18441.6666666667,1.9115
296,NQ,Long,1,2021-12-27 04:46:00,19217,VAB,2021-12-27 04:56:00,19213.5,Stop loss,-3.7,-14.8,-74,4,1602,3.5,3,19213.625,19223,-1.0370
297,NQ,Long,1,2021-12-27 07:18:00,19243,VAB,2021-12-27 07:21:00,19247.25,Profit target,4.05,16.2,81,4,1683,1.25,4.25,19240.3333333333,19247.2083333333,1.5937
298,NQ,Short,1,2021-12-28 14:05:00,19354,VAB,2021-12-28 14:10:00,19371.5,Stop loss,-17.7,-70.8,-354,4,1329,17.5,5.25,19371.3333333333,19320.3333333333,-1.0096
299,NQ,Long,1,2021-12-30 00:38:00,19354.5,VAB,2021-12-30 01:32:00,19373.25,Profit target,18.55,74.2,371,4,1700,8.25,18.75,19345.125,19373.15625,2.0000
300,NQ,Long,1,2021-12-30 12:34:00,19421.75,VAB,2021-12-30 12:38:00,19414.5,Stop loss,-7.45,-29.8,-149,4,1551,7.25,1.25,19414.4166666667,19435.9479166667,-0.9886
301,NQ,Long,1,2022-01-14 15:13:00,18474.25,VAB,2022-01-14 16:00:00,18490,Exit on session close,15.55,62.2,311,4,1862,7.5,20.25,18461.3333333333,18499.1458333333,1.2194
302,NQ,Short,1,2022-01-26 22:17:00,16750,VAB,2022-01-26 22:18:00,16763.5,Stop loss,-13.7,-54.8,-274,4,1588,13.5,0.5,16763.3229166667,16724.0729166667,-1.0133
303,NQ,Long,1,2022-01-31 15:59:00,17736,VAB,2022-01-31 16:00:00,17741,Profit target,4.8,19.2,96,4,1684,1.75,5,17733.5,17740.9375,2.0000
304,NQ,Short,1,2022-02-07 22:21:00,17455.75,VAB,2022-02-07 22:53:00,17447.25,Profit target,8.3,33.2,166,4,1850,2,8.5,17460.03125,17447.3125,1.9854
305,NQ,Long,1,2022-02-18 02:01:00,17130,VAB,2022-02-18 02:04:00,17118.25,Stop loss,-11.95,-47.8,-239,4,1611,15.5,9.75,17118.5625,17152.25,-1.0273
306,NQ,Short,1,2022-02-21 07:18:00,16715.25,VAB,2022-02-21 07:20:00,16678,Profit target,37.05,148.2,741,4,2352,11,37.25,16734.375,16678,1.9477
307,NQ,Long,1,2022-02-28 06:01:00,16883.5,VAB,2022-02-28 06:25:00,16922.75,Profit target,39.05,156.2,781,4,3133,21.75,39.25,16863.4375,16922.75,1.9564
308,NQ,Short,1,2022-02-28 21:15:00,17059.5,VAB,2022-02-28 21:41:00,17076.25,Stop loss,-16.95,-67.8,-339,4,2794,16.75,0.75,17076.0625,17026.375,-1.0113
309,NQ,Short,1,2022-02-28 22:17:00,17063.5,VAB,2022-02-28 22:25:00,17072.75,Stop loss,-9.45,-37.8,-189,4,2605,10.5,6,17072.46875,17046.53125,-1.0314
310,NQ,Long,1,2022-03-02 22:55:00,17098.25,VAB,2022-03-02 22:58:00,17093.75,Stop loss,-4.7,-18.8,-94,4,2511,4.5,0,17094.0208333333,17106.7708333333,-1.0640
311,NQ,Short,1,2022-03-03 21:48:00,16764.25,VAB,2022-03-03 22:17:00,16781,Stop loss,-16.95,-67.8,-339,4,2172,16.75,16.25,16780.75,16732,-1.0152
312,NQ,Short,1,2022-03-03 23:41:00,16799.25,VAB,2022-03-03 23:44:00,16806.75,Stop loss,-7.7,-30.8,-154,4,2018,7.5,10.5,16806.4375,16785.46875,-1.0435
313,NQ,Short,1,2022-03-03 23:46:00,16797.5,VAB,2022-03-03 23:48:00,16807,Stop loss,-9.7,-38.8,-194,4,1824,9.5,2.25,16806.875,16779.6875,-1.0133
314,NQ,Short,1,2022-03-04 14:48:00,16636.25,VAB,2022-03-04 14:53:00,16671.75,Stop loss,-35.7,-142.8,-714,4,1110,36.25,12.75,16671.5104166667,16566.6666666667,-1.0068
315,NQ,Short,1,2022-03-06 21:11:00,16414.5,VAB,2022-03-06 21:21:00,16425,Stop loss,-10.7,-42.8,-214,4,896,10.5,3,16424.6666666667,16394.6666666667,-1.0328
316,NQ,Short,1,2022-03-07 12:10:00,16399.5,VAB,2022-03-07 13:06:00,16329.75,Profit target,69.55,278.2,1391,4,2287,18,69.75,16434.65625,16329.8125,1.9840
317,NQ,Long,1,2022-03-08 04:01:00,16228.25,VAB,2022-03-08 04:03:00,16209,Stop loss,-19.45,-77.8,-389,4,1898,19.25,5,16209.25,16265.625,-1.0132
318,NQ,Long,1,2022-03-09 09:56:00,16518.25,VAB,2022-03-09 10:12:00,16489.25,Stop loss,-29.2,-116.8,-584,4,1314,29,39,16489.375,16574.875,-1.0043
319,NQ,Long,1,2022-03-11 05:24:00,16527.5,VAB,2022-03-11 05:24:00,16548.75,Profit target,21.05,84.2,421,4,1735,0,21.25,16516.4583333333,16548.7083333333,1.9245
320,NQ,Long,1,2022-03-16 19:46:00,16857.25,VAB,2022-03-16 19:53:00,16870,Profit target,12.55,50.2,251,4,1986,4.25,12.75,16850.59375,16870,1.9155
321,NQ,Long,1,2022-03-17 12:21:00,16861,VAB,2022-03-17 12:27:00,16890.5,Profit target,29.3,117.2,586,4,2572,15.75,29.5,16846.0625,16890.40625,1.9749
322,NQ,Short,1,2022-03-17 23:27:00,16863.25,VAB,2022-03-18 00:09:00,16870.25,Stop loss,-7.2,-28.8,-144,4,2428,7,6.25,16869.9583333333,16850.8958333333,-1.0435
323,NQ,Short,1,2022-03-18 00:28:00,16865.25,VAB,2022-03-18 00:35:00,16870,Stop loss,-4.95,-19.8,-99,4,2329,4.75,3.5,16869.65625,16857.46875,-1.0780
324,NQ,Short,1,2022-03-18 00:57:00,16865,VAB,2022-03-18 00:58:00,16870,Stop loss,-5.2,-20.8,-104,4,2225,5,0.5,16869.8125,16856.375,-1.0390
325,NQ,Short,1,2022-03-18 06:56:00,16875.5,VAB,2022-03-18 07:25:00,16885.75,Stop loss,-10.45,-41.8,-209,4,2016,10.25,12.75,16885.4166666667,16856.0416666667,-1.0336
326,NQ,Short,1,2022-03-21 13:17:00,17119.25,VAB,2022-03-21 13:21:00,17143.75,Stop loss,-24.7,-98.8,-494,4,1522,24.5,3.25,17143.4375,17071.25,-1.0129
327,NQ,Short,1,2022-03-21 14:04:00,17119.5,VAB,2022-03-21 14:06:00,17141.5,Stop loss,-22.2,-88.8,-444,4,1078,22,0,17141.25,17075.625,-1.0115
328,NQ,Long,1,2022-03-23 23:46:00,17395,VAB,2022-03-23 23:51:00,17391,Stop loss,-4.2,-16.8,-84,4,994,4,6.5,17391.25,17401.5625,-1.0667
329,NQ,Long,1,2022-03-24 00:01:00,17396.75,VAB,2022-03-24 00:10:00,17391,Stop loss,-5.95,-23.8,-119,4,875,5.75,4.5,17391,17407.5,-1.0000
330,NQ,Long,1,2022-03-24 13:31:00,17541.5,VAB,2022-03-24 13:32:00,17525.5,Stop loss,-16.2,-64.8,-324,4,551,16,0.5,17525.75,17572.5,-1.0159
331,NQ,Short,1,2022-03-31 11:03:00,17905,VAB,2022-03-31 11:35:00,17864.75,Profit target,40.05,160.2,801,4,1352,9.25,40.25,17925.4791666667,17864.8541666667,1.9654
332,NQ,Long,1,2022-04-04 14:47:00,18022.25,VAB,2022-04-04 15:04:00,18049.25,Profit target,26.8,107.2,536,4,1888,12.75,27,18008.5416666667,18049.1666666667,1.9696
333,NQ,Short,1,2022-04-06 12:04:00,17311.75,VAB,2022-04-06 12:08:00,17329.25,Stop loss,-17.7,-70.8,-354,4,1534,17.5,3,17329.0416666667,17277.8229166667,-1.0120
334,NQ,Short,1,2022-04-06 15:17:00,17379.25,VAB,2022-04-06 16:00:00,17373.75,Exit on session close,5.3,21.2,106,4,1640,8.25,9.75,17394.2916666667,17349.7916666667,0.3657
335,NQ,Long,1,2022-04-13 10:01:00,16963.75,VAB,2022-04-13 10:05:00,17007.25,Profit target,43.3,173.2,866,4,2506,20.75,43.5,16941.625,17007.25,1.9661
336,NQ,Long,1,2022-04-13 12:25:00,17076.5,VAB,2022-04-13 12:26:00,17062,Stop loss,-14.7,-58.8,-294,4,2212,14.5,2.75,17062.3125,17103.90625,-1.0220
337,NQ,Long,1,2022-04-20 06:38:00,17073.5,VAB,2022-04-20 06:50:00,17094,Profit target,20.3,81.2,406,4,2618,4.5,20.5,17062.96875,17094.03125,1.9466
338,NQ,Short,1,2022-04-21 21:48:00,16547.75,VAB,2022-04-21 22:45:00,16561,Stop loss,-13.45,-53.8,-269,4,2349,13.25,17.5,16560.9375,16521.9375,-1.0047
339,NQ,Short,1,2022-04-29 05:23:00,16185,VAB,2022-04-29 05:25:00,16194.25,Stop loss,-9.45,-37.8,-189,4,2160,11.75,1.75,16194.0833333333,16167.6145833333,-1.0183
340,NQ,Long,1,2022-05-02 15:33:00,15931.75,VAB,2022-05-02 16:00:00,15928.5,Exit on session close,-3.45,-13.8,-69,4,2091,9.25,8.75,15899.5,15995.5,-0.1008
341,NQ,Long,1,2022-05-04 23:16:00,16399.75,VAB,2022-05-04 23:30:00,16397.5,Stop loss,-2.45,-9.8,-49,4,2042,2.25,1.25,16397.8333333333,16403.8333333333,-1.1739
342,NQ,Short,1,2022-05-05 13:22:00,15746,VAB,2022-05-05 14:05:00,15641.5,Profit target,104.3,417.2,2086,4,4128,6.75,104.5,15798.71875,15641.5,1.9822
343,NQ,Short,1,2022-05-05 21:07:00,15680.5,VAB,2022-05-05 21:18:00,15689.25,Stop loss,-8.95,-35.8,-179,4,3949,8.75,7,15689.0104166667,15663.9791666667,-1.0282
344,NQ,Short,1,2022-05-08 21:36:00,15423.75,VAB,2022-05-08 21:56:00,15429.5,Stop loss,-5.95,-23.8,-119,4,3830,5.75,4,15429.3333333333,15413.5208333333,-1.0299
345,NQ,Short,1,2022-05-09 00:41:00,15437.5,VAB,2022-05-09 01:03:00,15449.75,Stop loss,-12.45,-49.8,-249,4,3581,12.25,8,15449.5833333333,15413.8333333333,-1.0138
346,NQ,Short,1,2022-05-12 07:50:00,14659,VAB,2022-05-12 08:05:00,14672.25,Buy to cover,-13.45,-53.8,-269,4,3312,35.25,1,14695,14587.75,-0.3681
347,NQ,Short,1,2022-05-15 20:21:00,15317.75,VAB,2022-05-15 20:21:00,15304.25,Profit target,13.3,53.2,266,4,3578,0,13.5,15324.9375,15304.3125,1.8783
348,NQ,Short,1,2022-05-16 02:08:00,15155,VAB,2022-05-16 02:20:00,15126.5,Profit target,28.3,113.2,566,4,4144,11.75,28.5,15169.625,15126.5,1.9487
349,NQ,Long,1,2022-05-16 05:16:00,15190.25,VAB,2022-05-16 06:09:00,15217.25,Profit target,26.8,107.2,536,4,4680,13.25,27,15176.3541666667,15217.2291666667,1.9430
350,NQ,Long,1,2022-05-17 01:39:00,15221.5,VAB,2022-05-17 02:11:00,15212.5,Stop loss,-9.2,-36.8,-184,4,4496,9,12.25,15212.5625,15238.8125,-1.0070
351,NQ,Long,1,2022-05-17 15:00:00,15441,VAB,2022-05-17 16:00:00,15451,Exit on session close,9.8,39.2,196,4,4692,19,13.5,15410.8333333333,15500.2083333333,0.3315
352,NQ,Short,1,2022-05-18 14:23:00,14810.25,VAB,2022-05-18 14:38:00,14833.75,Stop loss,-23.7,-94.8,-474,4,4218,23.5,26.25,14833.59375,14764.125,-1.0067
353,NQ,Long,1,2022-05-25 12:28:00,14706.75,VAB,2022-05-25 13:01:00,14749,Profit target,42.05,168.2,841,4,5059,11.75,42.25,14685.59375,14748.96875,1.9970
354,NQ,Long,1,2022-05-26 10:46:00,15103.5,VAB,2022-05-26 10:49:00,15077.75,Stop loss,-25.95,-103.8,-519,4,4540,25.75,0.25,15077.875,15154,-1.0049
355,NQ,Long,1,2022-05-30 02:26:00,15725.75,VAB,2022-05-30 03:05:00,15730.5,Sell,4.55,18.2,91,4,4631,9.75,10.75,15714.6875,15747.34375,0.4294
356,NQ,Short,1,2022-05-30 08:59:00,15636,VAB,2022-05-30 08:59:00,15645,Stop loss,-9.2,-36.8,-184,4,4447,9,0,15644.65625,15619.0625,-1.0397
357,NQ,Short,1,2022-05-30 09:01:00,15636.75,VAB,2022-05-30 09:02:00,15647,Stop loss,-10.45,-41.8,-209,4,4238,14.25,0.25,15646.625,15617.75,-1.0380
358,NQ,Long,1,2022-05-31 12:53:00,15618,VAB,2022-05-31 13:42:00,15590.25,Stop loss,-27.95,-111.8,-559,4,3679,27.75,28,15590.4375,15672.1875,-1.0068
359,NQ,Short,1,2022-06-02 22:04:00,15774,VAB,2022-06-02 22:06:00,15780,Stop loss,-6.2,-24.8,-124,4,3555,6,0.5,15779.6979166667,15762.8541666667,-1.0530
360,NQ,Short,1,2022-06-02 22:16:00,15771.5,VAB,2022-06-02 23:15:00,15779.75,Stop loss,-8.45,-33.8,-169,4,3386,8.25,6.25,15779.4166666667,15756.6666666667,-1.0421
361,NQ,Short,1,2022-06-03 01:53:00,15771.75,VAB,2022-06-03 01:55:00,15760,Profit target,11.55,46.2,231,4,3617,2.75,11.75,15777.5833333333,15760.0833333333,2.0143
362,NQ,Long,1,2022-06-05 23:14:00,15516.5,VAB,2022-06-06 00:22:00,15507,Stop loss,-9.7,-38.8,-194,4,3423,9.5,11,15507.1666666667,15535.1666666667,-1.0179
363,NQ,Long,1,2022-06-07 12:52:00,15537.25,VAB,2022-06-07 12:56:00,15521.75,Stop loss,-15.7,-62.8,-314,4,3109,15.5,5,15522.0208333333,15566.7083333333,-1.0178
364,NQ,Short,1,2022-06-07 19:22:00,15544.25,VAB,2022-06-07 19:32:00,15556.25,Stop loss,-12.2,-48.8,-244,4,2865,12,3.75,15556.34375,15520.90625,-0.9922
365,NQ,Short,1,2022-06-08 01:11:00,15535.25,VAB,2022-06-08 01:22:00,15542,Stop loss,-6.95,-27.8,-139,4,2726,6.75,8.25,15541.71875,15523.34375,-1.0435
366,NQ,Long,1,2022-06-08 10:17:00,15625.75,VAB,2022-06-08 10:45:00,15605.25,Stop loss,-20.7,-82.8,-414,4,2312,20.5,25.75,15605.46875,15665.375,-1.0108
367,NQ,Short,1,2022-06-08 19:37:00,15482.75,VAB,2022-06-08 19:43:00,15464.25,Profit target,18.3,73.2,366,4,2678,1.75,18.5,15492.3125,15464.28125,1.9346
368,NQ,Short,1,2022-06-14 11:51:00,14175,VAB,2022-06-14 11:55:00,14191.25,Stop loss,-16.45,-65.8,-329,4,2349,16.25,4.75,14190.96875,14143.4375,-1.0176
369,NQ,Short,1,2022-06-14 13:32:00,14178.5,VAB,2022-06-14 13:35:00,14196.25,Stop loss,-17.95,-71.8,-359,4,1990,17.75,2.25,14195.875,14144.625,-1.0216
370,NQ,Short,1,2022-06-14 15:26:00,14180.25,VAB,2022-06-14 15:41:00,14192,Stop loss,-11.95,-47.8,-239,4,1751,11.75,3.5,14191.78125,14158.09375,-1.0190
371,NQ,Long,1,2022-06-20 04:19:00,14218,VAB,2022-06-20 04:36:00,14206,Stop loss,-12.2,-48.8,-244,4,1507,12,5.75,14206.0625,14241.125,-1.0052
372,NQ,Long,1,2022-06-20 11:47:00,14264.25,VAB,2022-06-20 11:47:00,14272.75,Profit target,8.3,33.2,166,4,1673,0,8.5,14259.6666666667,14272.7916666667,1.8545
373,NQ,Long,1,2022-06-21 13:41:00,14443.5,VAB,2022-06-21 13:42:00,14432,Stop loss,-11.7,-46.8,-234,4,1439,24.25,1.75,14432.1354166667,14465.5104166667,-1.0119
374,NQ,Long,1,2022-06-24 00:28:00,14696.5,VAB,2022-06-24 00:40:00,14714,Profit target,17.3,69.2,346,4,1785,5.75,17.5,14687.4583333333,14713.9583333333,1.9355
375,NQ,Long,1,2022-06-24 11:56:00,14865.75,VAB,2022-06-24 12:38:00,14848.75,Stop loss,-17.2,-68.8,-344,4,1441,17,14,14848.8333333333,14898.6770833333,-1.0049
376,NQ,Short,1,2022-06-28 12:57:00,14597.75,VAB,2022-06-28 12:59:00,14611.5,Stop loss,-13.95,-55.8,-279,4,1162,13.75,0,14611.21875,14571.8125,-1.0209
377,NQ,Short,1,2022-06-29 19:55:00,14517,VAB,2022-06-29 20:07:00,14502,Profit target,14.8,59.2,296,4,1458,2.5,15,14524.8020833333,14501.9270833333,1.9226
378,NQ,Short,1,2022-06-29 22:32:00,14508.25,VAB,2022-06-29 22:39:00,14500.25,Profit target,7.8,31.2,156,4,1614,2.25,8,14512.625,14500.25,1.8286
379,NQ,Long,1,2022-07-01 15:59:00,14460,VAB,2022-07-01 16:00:00,14453.25,Exit on session close,-6.95,-27.8,-139,4,1475,6.75,1,14438.1666666667,14502.5416666667,-0.3092
380,NQ,Long,1,2022-07-04 21:19:00,14539.25,VAB,2022-07-04 21:24:00,14532.25,Stop loss,-7.2,-28.8,-144,4,1331,7,0,14532.5208333333,14551.8958333333,-1.0402
381,NQ,Long,1,2022-07-07 12:45:00,14951,VAB,2022-07-07 14:07:00,14990.5,Profit target,39.3,157.2,786,4,2117,5.75,39.5,14931.0104166667,14990.5416666667,1.9760
382,NQ,Short,1,2022-07-11 14:47:00,14725.5,VAB,2022-07-11 14:47:00,14743.25,Stop loss,-17.95,-71.8,-359,4,1758,17.75,0,14742.9791666667,14691.4166666667,-1.0155
383,NQ,Long,1,2022-07-13 23:36:00,14599.75,VAB,2022-07-14 00:03:00,14589.5,Stop loss,-10.45,-41.8,-209,4,1549,10.25,2.5,14589.6666666667,14619.9166666667,-1.0165
384,NQ,Long,1,2022-07-14 15:39:00,14651.25,VAB,2022-07-14 16:00:00,14649.75,Exit on session close,-1.7,-6.8,-34,4,1515,4,4.75,14634.7708333333,14683.5208333333,-0.0910
385,NQ,Long,1,2022-07-18 02:17:00,14964.5,VAB,2022-07-18 02:23:00,14987.75,Profit target,23.05,92.2,461,4,1976,2.5,23.25,14952.6666666667,14987.6666666667,1.9648
386,NQ,Long,1,2022-07-20 05:06:00,15157,VAB,2022-07-20 05:10:00,15146.75,Stop loss,-10.45,-41.8,-209,4,1767,10.25,1,15147.1145833333,15175.9895833333,-1.0369
387,NQ,Long,1,2022-07-26 22:47:00,15120.5,VAB,2022-07-26 23:17:00,15126,Profit target,5.3,21.2,106,4,1873,2.75,5.5,15117.375,15125.90625,1.7600
388,NQ,Long,1,2022-07-27 12:57:00,15286.25,VAB,2022-07-27 12:58:00,15273.5,Stop loss,-12.95,-51.8,-259,4,1614,12.75,1,15273.6875,15310.4375,-1.0149
389,NQ,Long,1,2022-07-27 13:01:00,15286.25,VAB,2022-07-27 13:01:00,15274.5,Stop loss,-11.95,-47.8,-239,4,1375,11.75,0,15274.7083333333,15308.3958333333,-1.0181
390,NQ,Long,1,2022-08-03 12:56:00,16118,VAB,2022-08-03 12:57:00,16104,Stop loss,-14.2,-56.8,-284,4,1091,14,0,16104.25,16145.5,-1.0182
391,NQ,Long,1,2022-08-04 22:04:00,16217,VAB,2022-08-04 22:07:00,16213.25,Stop loss,-3.95,-15.8,-79,4,1012,3.75,0.75,16213.4270833333,16223.4895833333,-1.0496
392,NQ,Long,1,2022-08-05 01:52:00,16201.5,VAB,2022-08-05 01:56:00,16197.25,Stop loss,-4.45,-17.8,-89,4,923,4.25,0.5,16197.4375,16209.0625,-1.0462
393,NQ,Long,1,2022-08-07 18:46:00,16027.75,VAB,2022-08-07 18:55:00,16021.75,Stop loss,-6.2,-24.8,-124,4,799,6,0.5,16022.03125,16039.5,-1.0492
394,NQ,Long,1,2022-08-08 00:57:00,16093,VAB,2022-08-08 02:03:00,16118.25,Profit target,25.05,100.2,501,4,1300,6.25,25.25,16080,16118.15625,1.9423
395,NQ,Long,1,2022-08-11 00:31:00,16284,VAB,2022-08-11 00:55:00,16279.75,Stop loss,-4.45,-17.8,-89,4,1211,4.25,5.25,16280.0104166667,16291.7916666667,-1.0653
396,NQ,Long,1,2022-08-12 11:11:00,16326.75,VAB,2022-08-12 13:31:00,16364,Profit target,37.05,148.2,741,4,1952,8,37.25,16307.8125,16363.875,1.9670
397,NQ,Long,1,2022-08-15 15:44:00,16525.25,VAB,2022-08-15 16:00:00,16521.25,Exit on session close,-4.2,-16.8,-84,4,1868,7.5,0,16513.21875,16548.71875,-0.3325
398,NQ,Short,1,2022-08-22 04:28:00,15904.5,VAB,2022-08-22 04:54:00,15915.25,Stop loss,-10.95,-43.8,-219,4,1649,10.75,15,15914.875,15883.375,-1.0361
399,NQ,Short,1,2022-08-24 08:56:00,15724.5,VAB,2022-08-24 08:59:00,15746,Stop loss,-21.7,-86.8,-434,4,1215,21.5,4.5,15745.625,15683.0625,-1.0178
400,NQ,Long,1,2022-08-24 15:51:00,15799.25,VAB,2022-08-24 16:00:00,15798.5,Exit on session close,-0.95,-3.8,-19,4,1196,3.5,1.75,15789.65625,15818.5,-0.0782
401,NQ,Long,1,2022-08-25 01:01:00,15822,VAB,2022-08-25 01:01:00,15818.5,Stop loss,-3.7,-14.8,-74,4,1122,3.5,0,15818.75,15827.75,-1.0769
402,NQ,Short,1,2022-09-06 11:12:00,14917,VAB,2022-09-06 11:26:00,14864,Profit target,52.8,211.2,1056,4,2178,12.25,53,14943.9166666667,14863.9166666667,1.9690
403,NQ,Long,1,2022-09-07 11:01:00,14994.5,VAB,2022-09-07 11:16:00,14968.5,Stop loss,-26.2,-104.8,-524,4,1654,26,4.5,14968.625,15045.125,-1.0048
404,NQ,Long,1,2022-09-19 15:32:00,14803.75,VAB,2022-09-19 16:00:00,14811.75,Exit on session close,7.8,31.2,156,4,1810,1.5,19,14771.1458333333,14868.0208333333,0.2454
405,NQ,Long,1,2022-09-26 21:22:00,14170.75,VAB,2022-09-26 21:46:00,14157,Stop loss,-13.95,-55.8,-279,4,1531,13.75,10.25,14157.25,14198.03125,-1.0185
406,NQ,Short,1,2022-09-27 06:13:00,14229.25,VAB,2022-09-27 06:23:00,14239,Stop loss,-9.95,-39.8,-199,4,1332,9.75,5.5,14238.8229166667,14209.9791666667,-1.0185
407,NQ,Short,1,2022-09-29 15:34:00,13992.5,VAB,2022-09-29 16:00:00,14000.25,Exit on session close,-7.95,-31.8,-159,4,1173,7.75,2.5,14008.6666666667,13960.8854166667,-0.4794
408,NQ,Short,1,2022-09-30 14:51:00,13862.75,VAB,2022-09-30 14:51:00,13830.75,Profit target,31.8,127.2,636,4,1809,0,32,13879.1875,13830.71875,1.9468
409,NQ,Long,1,2022-10-04 11:06:00,14425.75,VAB,2022-10-04 11:06:00,14409.5,Stop loss,-16.45,-65.8,-329,4,1480,16.25,0,14409.65625,14456.84375,-1.0097
410,NQ,Long,1,2022-10-04 13:46:00,14377,VAB,2022-10-04 13:51:00,14404.25,Profit target,27.05,108.2,541,4,2021,4.25,27.25,14362.875,14404.125,1.9292
411,NQ,Long,1,2022-10-04 14:28:00,14386.75,VAB,2022-10-04 16:00:00,14411.25,Exit on session close,24.3,97.2,486,4,2507,27.5,45,14357.4583333333,14444.8333333333,0.8364
412,NQ,Short,1,2022-10-05 07:16:00,14300,VAB,2022-10-05 07:19:00,14311,Stop loss,-11.2,-44.8,-224,4,2283,11,12.75,14310.625,14279.125,-1.0353
413,NQ,Long,1,2022-10-13 13:44:00,13826.5,VAB,2022-10-13 13:58:00,13874.5,Profit target,47.8,191.2,956,4,3239,18.25,48,13802,13874.5,1.9592
414,NQ,Short,1,2022-10-14 14:14:00,13542.75,VAB,2022-10-14 14:35:00,13564,Stop loss,-21.45,-85.8,-429,4,2810,21.25,17.5,13563.7604166667,13501.5416666667,-1.0114
415,NQ,Long,1,2022-10-18 19:47:00,14123.75,VAB,2022-10-18 20:06:00,14105.25,Stop loss,-18.7,-74.8,-374,4,2436,18.5,2.25,14105.15625,14160,-0.9950
416,NQ,Short,1,2022-10-21 06:56:00,13755,VAB,2022-10-21 07:18:00,13711.75,Profit target,43.05,172.2,861,4,3297,9.25,43.25,13776.8333333333,13711.8333333333,1.9809
417,NQ,Short,1,2022-10-24 02:11:00,14145.75,VAB,2022-10-24 02:19:00,14106.25,Profit target,39.3,157.2,786,4,4083,10,39.5,14165.9375,14106.21875,1.9567
418,NQ,Long,1,2022-10-28 14:21:00,14340,VAB,2022-10-28 14:55:00,14368.75,Profit target,28.55,114.2,571,4,4654,8.25,28.75,14325.125,14368.625,1.9328
419,NQ,Long,1,2022-10-31 21:26:00,14261.25,VAB,2022-10-31 22:15:00,14255.5,Stop loss,-5.95,-23.8,-119,4,4535,5.75,5,14255.6666666667,14272.2291666667,-1.0299
420,NQ,Short,1,2022-11-09 12:24:00,13700.5,VAB,2022-11-09 12:32:00,13655.75,Profit target,44.55,178.2,891,4,5426,5,44.75,13723.25,13655.75,1.9670
421,NQ,Long,1,2022-11-10 13:29:00,14277.25,VAB,2022-11-10 13:32:00,14264.5,Stop loss,-12.95,-51.8,-259,4,5167,12.75,1,14264.7604166667,14301.5416666667,-1.0209
422,NQ,Long,1,2022-11-10 13:39:00,14277.25,VAB,2022-11-10 13:41:00,14265.75,Stop loss,-11.7,-46.8,-234,4,4933,11.5,0.25,14265.875,14299.3125,-1.0110
