TradeNumber,Instrument,Direction,Quantity,EntryTime,EntryPrice,EntryName,ExitTime,ExitPrice,ExitName,ProfitPoints,ProfitTicks,ProfitCurrency,Commission,CumProfitCurrency,MaePoints,MfePoints,Stop,Target,R
423,NQ,Short,1,2022-11-10 21:46:00,14392,VAB,2022-11-10 21:49:00,14397.25,Stop loss,-5.45,-21.8,-109,4,4824,5.25,0,14396.9791666667,14382.7291666667,-1.0544
424,NQ,Short,1,2022-11-13 22:59:00,14554.25,VAB,2022-11-13 22:59:00,14557,Stop loss,-2.95,-11.8,-59,4,4765,2.75,0,14556.7916666667,14549.6041666667,-1.0820
425,NQ,Short,1,2022-11-13 23:06:00,14554.25,VAB,2022-11-13 23:07:00,14550,Profit target,4.05,16.2,81,4,4846,1.25,4.25,14556.75,14550,1.7000
426,NQ,Long,1,2022-11-15 02:55:00,14610.75,VAB,2022-11-15 03:05:00,14615,Sell,4.05,16.2,81,4,4927,7.25,12,14604.0833333333,14623.3333333333,0.6375
427,NQ,Short,1,2022-11-16 09:01:00,14540.5,VAB,2022-11-16 11:46:00,14588,Stop loss,-47.7,-190.8,-954,4,3973,47.5,67.75,14587.625,14447,-1.0080
428,NQ,Long,1,2022-11-18 05:35:00,14574.75,VAB,2022-11-18 05:37:00,14563.5,Stop loss,-11.45,-45.8,-229,4,3744,11.25,0.25,14563.625,14595.875,-1.0112
429,NQ,Long,1,2022-11-18 06:03:00,14574.75,VAB,2022-11-18 06:05:00,14594,Profit target,19.05,76.2,381,4,4125,5.5,19.25,14564.5208333333,14594.0833333333,1.8819
430,NQ,Short,1,2022-11-18 10:39:00,14449.25,VAB,2022-11-18 11:23:00,14378,Profit target,71.05,284.2,1421,4,5546,7.75,71.25,14485.25,14378,1.9792
431,NQ,Short,1,2022-11-21 05:51:00,14386.75,VAB,2022-11-21 05:58:00,14374.5,Profit target,12.05,48.2,241,4,5787,4.5,12.25,14393.4583333333,14374.3958333333,1.8261
432,NQ,Long,1,2022-11-22 13:54:00,14467,VAB,2022-11-22 14:51:00,14508,Profit target,40.8,163.2,816,4,6603,5.25,41,14446,14507.875,1.9524
433,NQ,Short,1,2022-11-22 20:25:00,14492.5,VAB,2022-11-22 20:53:00,14498.25,Stop loss,-5.95,-23.8,-119,4,6484,5.75,3.25,14497.8958333333,14482.0833333333,-1.0656
434,NQ,Short,1,2022-11-22 22:57:00,14493,VAB,2022-11-22 23:02:00,14495.25,Stop loss,-2.45,-9.8,-49,4,6435,2.25,1,14495.0208333333,14489.0833333333,-1.1134
435,NQ,Short,1,2022-11-25 08:56:00,14549.25,VAB,2022-11-25 08:58:00,14568.75,Stop loss,-19.7,-78.8,-394,4,6041,19.5,1,14568.5625,14511.375,-1.0097
436,NQ,Short,1,2022-11-28 05:02:00,14433.5,VAB,2022-11-28 05:05:00,14441,Stop loss,-7.7,-30.8,-154,4,5887,7.5,1.75,14440.75,14419.75,-1.0345
437,NQ,Short,1,2022-12-12 21:00:00,14466,VAB,2022-12-12 23:28:00,14474,Stop loss,-8.2,-32.8,-164,4,5723,8,13.75,14473.75,14451.25,-1.0323
438,NQ,Short,1,2022-12-15 13:11:00,14072.5,VAB,2022-12-15 13:31:00,14086.25,Stop loss,-13.95,-55.8,-279,4,5444,13.75,4.5,14086.0208333333,14046.3333333333,-1.0169
439,NQ,Long,1,2022-12-16 08:00:00,14060.25,VAB,2022-12-16 08:05:00,14055,Sell,-5.45,-21.8,-109,4,5335,8,0,14043.5833333333,14093.8958333333,-0.3150
440,NQ,Short,1,2022-12-19 23:20:00,13726.25,VAB,2022-12-19 23:23:00,13716.5,Profit target,9.55,38.2,191,4,5526,4.25,9.75,13731.5,13716.5,1.8571
441,NQ,Long,1,2022-12-20 22:09:00,13894,VAB,2022-12-20 22:12:00,13888.75,Stop loss,-5.45,-21.8,-109,4,5417,5.25,0,13889.0208333333,13902.8333333333,-1.0544
442,NQ,Long,1,2023-01-04 01:40:00,13639,VAB,2023-01-04 01:41:00,13635.5,Stop loss,-3.7,-14.8,-74,4,5343,3.5,0,13635.84375,13645.125,-1.1089
443,NQ,Short,1,2023-01-11 02:27:00,13904.75,VAB,2023-01-11 02:29:00,13912.25,Stop loss,-7.7,-30.8,-154,4,5189,7.5,0.25,13911.9479166667,13891.3229166667,-1.0420
444,NQ,Long,1,2023-01-15 19:31:00,14263.25,VAB,2023-01-15 19:39:00,14258,Stop loss,-5.45,-21.8,-109,4,5080,5.25,4.5,14258.28125,14272.71875,-1.0566
445,NQ,Short,1,2023-01-16 11:51:00,14222,VAB,2023-01-16 12:00:00,14219.25,Exit on session close,2.55,10.2,51,4,5131,4,6.5,14227.2395833333,14211.7395833333,0.5249
446,NQ,Short,1,2023-01-18 14:30:00,14172,VAB,2023-01-18 14:41:00,14147.75,Profit target,24.05,96.2,481,4,5612,4.25,24.25,14184.6041666667,14147.8229166667,1.9240
447,NQ,Long,1,2023-01-22 23:19:00,14320.5,VAB,2023-01-22 23:30:00,14326.5,Profit target,5.8,23.2,116,4,5728,2,6,14317.4791666667,14326.4166666667,1.9862
448,NQ,Long,1,2023-01-24 12:19:00,14566,VAB,2023-01-24 14:34:00,14543.75,Stop loss,-22.45,-89.8,-449,4,5279,22.25,27,14544.0208333333,14609.4270833333,-1.0123
449,NQ,Long,1,2023-01-26 21:21:00,14701.5,VAB,2023-01-26 21:22:00,14699.75,Stop loss,-1.95,-7.8,-39,4,5240,1.75,0,14699.9375,14704.625,-1.1200
450,NQ,Short,1,2023-01-30 13:56:00,14640.75,VAB,2023-01-30 14:00:00,14658.25,Stop loss,-17.7,-70.8,-354,4,4886,17.5,1.75,14658.09375,14606.5,-1.0090
451,NQ,Long,1,2023-02-14 14:32:00,15288.25,VAB,2023-02-14 15:06:00,15262.5,Stop loss,-25.95,-103.8,-519,4,4367,25.75,32.25,15262.375,15338.875,-0.9952
452,NQ,Short,1,2023-02-21 13:01:00,14788,VAB,2023-02-21 13:19:00,14769.25,Profit target,18.55,74.2,371,4,4738,6,18.75,14797.7916666667,14769.2916666667,1.9149
453,NQ,Short,1,2023-02-23 04:31:00,14834,VAB,2023-02-23 04:57:00,14840.25,Stop loss,-6.45,-25.8,-129,4,4609,6.25,7.25,14840.125,14822.25,-1.0204
454,NQ,Short,1,2023-03-01 21:11:00,14549.75,VAB,2023-03-01 21:14:00,14557.75,Stop loss,-8.2,-32.8,-164,4,4445,8,0,14557.6458333333,14534.4583333333,-1.0132
455,NQ,Long,1,2023-03-02 12:36:00,14581.25,VAB,2023-03-02 12:36:00,14595.75,Profit target,14.3,57.2,286,4,4731,0,14.5,14573.6458333333,14595.7708333333,1.9068
456,NQ,Short,1,2023-03-02 20:42:00,14674.25,VAB,2023-03-02 21:13:00,14678.25,Stop loss,-4.2,-16.8,-84,4,4647,4,7.25,14678.125,14666.875,-1.0323
457,NQ,Long,1,2023-03-03 10:31:00,14858,VAB,2023-03-03 10:39:00,14846.25,Stop loss,-11.95,-47.8,-239,4,4408,11.75,8.75,14846.3333333333,14880.3958333333,-1.0071
458,NQ,Long,1,2023-03-03 10:51:00,14860.75,VAB,2023-03-03 10:59:00,14885.25,Profit target,24.3,97.2,486,4,4894,8,24.5,14848.3125,14885.1875,1.9698
459,NQ,Long,1,2023-03-05 21:37:00,15014.25,VAB,2023-03-05 21:46:00,15011.75,Stop loss,-2.7,-10.8,-54,4,4840,2.5,2.75,15012,15018,-1.1111
460,NQ,Long,1,2023-03-06 21:31:00,15011,VAB,2023-03-06 21:58:00,15018.5,Profit target,7.3,29.2,146,4,4986,3.75,7.5,15007.0416666667,15018.4166666667,1.8947
461,NQ,Short,1,2023-03-07 18:57:00,14818.25,VAB,2023-03-07 18:58:00,14822.5,Stop loss,-4.45,-17.8,-89,4,4897,4.25,0.25,14822.5833333333,14810.2083333333,-0.9808
462,NQ,Short,1,2023-03-07 19:05:00,14818.75,VAB,2023-03-07 19:12:00,14822.75,Stop loss,-4.2,-16.8,-84,4,4813,4,3.25,14822.5833333333,14811.5833333333,-1.0435
463,NQ,Long,1,2023-03-13 00:15:00,14705.75,VAB,2023-03-13 00:32:00,14695.25,Stop loss,-10.7,-42.8,-214,4,4599,10.5,17.75,14695.4270833333,14725.9270833333,-1.0172
464,NQ,Long,1,2023-03-14 20:17:00,14858,VAB,2023-03-14 20:34:00,14850.5,Stop loss,-7.7,-30.8,-154,4,4445,7.5,10.5,14850.625,14871.75,-1.0169
465,NQ,Long,1,2023-03-14 20:52:00,14858,VAB,2023-03-14 21:08:00,14870.75,Profit target,12.55,50.2,251,4,4696,1.75,12.75,14851.1666666667,14870.6666666667,1.8659
466,NQ,Long,1,2023-03-15 14:08:00,14911.75,VAB,2023-03-15 14:10:00,14876.25,Stop loss,-35.7,-142.8,-714,4,3982,35.5,9.25,14876.5833333333,14980.9583333333,-1.0095
467,NQ,Short,1,2023-03-16 05:51:00,14921.5,VAB,2023-03-16 05:59:00,14933.5,Stop loss,-12.2,-48.8,-244,4,3738,12,10.5,14933.2083333333,14898.6458333333,-1.0249
468,NQ,Long,1,2023-03-16 13:11:00,15190.75,VAB,2023-03-16 13:15:00,15173.25,Stop loss,-17.7,-70.8,-354,4,3384,17.5,0,15173.5625,15225.4375,-1.0182
469,NQ,Long,1,2023-03-16 13:30:00,15191,VAB,2023-03-16 13:34:00,15173.25,Stop loss,-17.95,-71.8,-359,4,3025,17.75,5.5,15173.40625,15225.59375,-1.0089
470,NQ,Long,1,2023-03-16 13:38:00,15189.25,VAB,2023-03-16 14:06:00,15223.75,Profit target,34.3,137.2,686,4,3711,8.75,34.5,15171.6666666667,15223.8541666667,1.9621
471,NQ,Long,1,2023-03-23 02:05:00,15323.5,VAB,2023-03-23 02:16:00,15332,Profit target,8.3,33.2,166,4,3877,4.25,8.5,15318.71875,15331.9375,1.7778
472,NQ,Long,1,2023-03-29 02:48:00,15369.5,VAB,2023-03-29 03:05:00,15365,Sell,-4.7,-18.8,-94,4,3783,6.25,1.75,15356.25,15395.15625,-0.3396
473,NQ,Long,1,2023-03-29 12:28:00,15454.75,VAB,2023-03-29 12:36:00,15433.25,Stop loss,-21.7,-86.8,-434,4,3349,21.5,7,15433.4166666667,15497.4166666667,-1.0078
474,NQ,Long,1,2023-03-31 09:28:00,15675.25,VAB,2023-03-31 09:36:00,15697,Profit target,21.55,86.2,431,4,3780,8.75,21.75,15663.8333333333,15696.9583333333,1.9051
475,NQ,Short,1,2023-04-03 22:46:00,15760.5,VAB,2023-04-03 22:47:00,15763.25,Stop loss,-2.95,-11.8,-59,4,3721,2.75,0,15762.9375,15755.71875,-1.1282
476,NQ,Short,1,2023-04-06 00:02:00,15548.75,VAB,2023-04-06 00:54:00,15552.5,Stop loss,-3.95,-15.8,-79,4,3642,3.75,5.75,15552.125,15542.4375,-1.1111
477,NQ,Long,1,2023-04-07 01:19:00,15687.5,VAB,2023-04-07 01:33:00,15693.5,Profit target,5.8,23.2,116,4,3758,2,6,15684.1458333333,15693.4895833333,1.7888
478,NQ,Short,1,2023-04-12 11:36:00,15599.75,VAB,2023-04-12 11:48:00,15611,Stop loss,-11.45,-45.8,-229,4,3529,11.25,11,15610.8125,15578.15625,-1.0169
479,NQ,Short,1,2023-04-12 12:02:00,15598,VAB,2023-04-12 12:07:00,15609.75,Stop loss,-11.95,-47.8,-239,4,3290,14,9,15609.53125,15575.5,-1.0190
480,NQ,Long,1,2023-04-12 22:14:00,15497.5,VAB,2023-04-12 22:48:00,15494.5,Stop loss,-3.2,-12.8,-64,4,3226,3,4.75,15494.4166666667,15502.5416666667,-0.9730
481,NQ,Long,1,2023-04-13 14:19:00,15737.25,VAB,2023-04-13 14:47:00,15752,Profit target,14.55,58.2,291,4,3517,7,14.75,15729.3125,15752,1.8583
482,NQ,Short,1,2023-04-16 22:42:00,15705.75,VAB,2023-04-16 22:46:00,15708.75,Stop loss,-3.2,-12.8,-64,4,3453,3,0.5,15708.5625,15700.65625,-1.0667
483,NQ,Short,1,2023-04-19 02:39:00,15646.75,VAB,2023-04-19 02:57:00,15656.5,Stop loss,-9.95,-39.8,-199,4,3254,9.75,11.25,15656.5833333333,15627.7083333333,-0.9915
484,NQ,Long,1,2023-04-20 09:52:00,15671.25,VAB,2023-04-20 10:02:00,15649.25,Stop loss,-22.2,-88.8,-444,4,2810,22,6.5,15649.4166666667,15714.4166666667,-1.0076
485,NQ,Short,1,2023-04-24 19:58:00,15566.5,VAB,2023-04-24 20:19:00,15571.75,Stop loss,-5.45,-21.8,-109,4,2701,5.25,1.5,15571.6458333333,15556.7708333333,-1.0202
486,NQ,Long,1,2023-04-27 20:04:00,15735,VAB,2023-04-27 20:32:00,15729,Stop loss,-6.2,-24.8,-124,4,2577,6,3.5,15729.2708333333,15745.8333333333,-1.0473
487,NQ,Long,1,2023-04-30 23:27:00,15859,VAB,2023-04-30 23:28:00,15857,Stop loss,-2.2,-8.8,-44,4,2533,2,0,15857.1875,15862.4375,-1.1034
488,NQ,Long,1,2023-05-01 00:07:00,15857.75,VAB,2023-05-01 00:07:00,15855.5,Stop loss,-2.45,-9.8,-49,4,2484,2.25,0,15855.65625,15860.8125,-1.0746
489,NQ,Long,1,2023-05-03 22:35:00,15677.75,VAB,2023-05-03 22:38:00,15674.5,Stop loss,-3.45,-13.8,-69,4,2415,3.25,0,15674.84375,15682.71875,-1.1183
490,NQ,Long,1,2023-05-05 05:16:00,15648.75,VAB,2023-05-05 05:41:00,15658,Profit target,9.05,36.2,181,4,2596,4.25,9.25,15644.25,15658,2.0556
491,NQ,Short,1,2023-05-07 20:01:00,15829,VAB,2023-05-07 20:27:00,15832.75,Stop loss,-3.95,-15.8,-79,4,2517,3.75,7.25,15832.4895833333,15821.8333333333,-1.0746
492,NQ,Short,1,2023-05-11 09:34:00,15906.75,VAB,2023-05-11 09:48:00,15925.5,Stop loss,-18.95,-75.8,-379,4,2138,18.75,20.5,15925.34375,15870.5,-1.0084
493,NQ,Long,1,2023-05-16 19:00:00,16024.75,VAB,2023-05-16 19:01:00,16028.75,Profit target,3.8,15.2,76,4,2214,1.5,4,16022.8020833333,16028.6458333333,2.0535
494,NQ,Long,1,2023-05-16 19:56:00,16029,VAB,2023-05-16 20:08:00,16034.75,Profit target,5.55,22.2,111,4,2325,1.75,5.75,16026.1770833333,16034.8020833333,2.0369
495,NQ,Long,1,2023-05-16 22:46:00,16044.5,VAB,2023-05-16 22:47:00,16042.5,Stop loss,-2.2,-8.8,-44,4,2281,2,0,16042.46875,16048.09375,-0.9846
496,NQ,Long,1,2023-05-18 05:24:00,16194.25,VAB,2023-05-18 05:46:00,16202.25,Profit target,7.8,31.2,156,4,2437,3,8,16189.875,16202.125,1.8286
497,NQ,Long,1,2023-05-24 19:51:00,16372.25,VAB,2023-05-24 20:03:00,16379.5,Profit target,7.05,28.2,141,4,2578,3.25,7.25,16368.4583333333,16379.3958333333,1.9121
498,NQ,Short,1,2023-06-01 19:33:00,17004.75,VAB,2023-06-01 19:54:00,17009.25,Stop loss,-4.7,-18.8,-94,4,2484,4.5,1.5,17009.09375,16996.71875,-1.0360
499,NQ,Short,1,2023-06-04 19:42:00,17055,VAB,2023-06-04 20:08:00,17061.75,Stop loss,-6.95,-27.8,-139,4,2345,6.75,5.5,17061.78125,17041.15625,-0.9954
500,NQ,Long,1,2023-06-08 11:19:00,17026.25,VAB,2023-06-08 11:48:00,17006,Stop loss,-20.45,-81.8,-409,4,1936,20.25,22,17006.2708333333,17065.1770833333,-1.0136
501,NQ,Long,1,2023-06-08 15:30:00,17030.25,VAB,2023-06-08 15:47:00,17049.75,Profit target,19.3,77.2,386,4,2322,3.75,19.5,17020.0416666667,17049.7916666667,1.9102
502,NQ,Long,1,2023-06-12 12:28:00,17207.25,VAB,2023-06-12 12:35:00,17200,Stop loss,-7.45,-29.8,-149,4,2173,7.25,6.5,17200.3125,17220.21875,-1.0450
503,NQ,Short,1,2023-06-13 06:35:00,17371.25,VAB,2023-06-13 07:30:00,17385,Stop loss,-13.95,-55.8,-279,4,1894,13.75,18.5,17384.71875,17344.90625,-1.0209
504,NQ,Short,1,2023-06-15 07:31:00,17438,VAB,2023-06-15 07:31:00,17449.75,Stop loss,-11.95,-47.8,-239,4,1655,11.75,0,17449.4375,17416.0625,-1.0273
505,NQ,Long,1,2023-06-15 18:56:00,17709.75,VAB,2023-06-15 19:01:00,17705.5,Stop loss,-4.45,-17.8,-89,4,1566,4.25,0.5,17705.625,17717.15625,-1.0303
506,NQ,Long,1,2023-06-20 22:56:00,17601.5,VAB,2023-06-20 23:26:00,17607.25,Profit target,5.55,22.2,111,4,1677,1.5,5.75,17598.7291666667,17607.3541666667,2.0752
507,NQ,Long,1,2023-06-21 05:31:00,17601.75,VAB,2023-06-21 05:32:00,17597.5,Stop loss,-4.45,-17.8,-89,4,1588,4.25,0,17597.6979166667,17609.7916666667,-1.0488
508,NQ,Long,1,2023-06-21 05:37:00,17602.5,VAB,2023-06-21 05:43:00,17597.25,Stop loss,-5.45,-21.8,-109,4,1479,5.25,2,17597.5833333333,17611.6458333333,-1.0678
509,NQ,Short,1,2023-06-21 09:41:00,17442,VAB,2023-06-21 09:46:00,17413,Profit target,28.8,115.2,576,4,2055,16.75,29,17456.9375,17412.875,1.9414
510,NQ,Long,1,2023-06-21 18:57:00,17391.25,VAB,2023-06-21 19:01:00,17387.75,Stop loss,-3.7,-14.8,-74,4,1981,3.5,0.25,17387.8229166667,17397.1979166667,-1.0213
511,NQ,Short,1,2023-06-22 06:16:00,17322.75,VAB,2023-06-22 06:18:00,17332.5,Stop loss,-9.95,-39.8,-199,4,1782,9.75,0.75,17332.3125,17304.1875,-1.0196
512,NQ,Long,1,2023-06-22 13:46:00,17512.25,VAB,2023-06-22 14:47:00,17545.75,Profit target,33.3,133.2,666,4,2448,15.75,33.5,17495,17545.625,1.9420
513,NQ,Short,1,2023-06-28 22:31:00,17500.75,VAB,2023-06-28 22:32:00,17503.5,Stop loss,-2.95,-11.8,-59,4,2389,2.75,0.5,17503.3333333333,17496.0833333333,-1.0645
514,NQ,Short,1,2023-06-29 14:44:00,17418,VAB,2023-06-29 14:49:00,17432,Stop loss,-14.2,-56.8,-284,4,2105,14,6.25,17431.625,17391.40625,-1.0275
515,NQ,Short,1,2023-07-09 23:08:00,17472.25,VAB,2023-07-09 23:24:00,17477.75,Stop loss,-5.7,-22.8,-114,4,1991,5.5,0.5,17477.5416666667,17462.4166666667,-1.0394
516,NQ,Short,1,2023-07-14 05:46:00,18047,VAB,2023-07-14 05:47:00,18050,Stop loss,-3.2,-12.8,-64,4,1927,3,0.75,18049.8125,18041.9375,-1.0667
517,NQ,Short,1,2023-07-17 03:46:00,18061,VAB,2023-07-17 04:26:00,18049.5,Profit target,11.3,45.2,226,4,2153,5.75,11.5,18067,18049.5,1.9167
518,NQ,Long,1,2023-07-20 00:16:00,18238.25,VAB,2023-07-20 00:31:00,18235.5,Stop loss,-2.95,-11.8,-59,4,2094,2.75,4.25,18235.7083333333,18242.8958333333,-1.0820
519,NQ,Short,1,2023-07-20 04:38:00,18177.5,VAB,2023-07-20 04:43:00,18167.5,Profit target,9.8,39.2,196,4,2290,0.75,10,18182.9583333333,18167.5208333333,1.8321
520,NQ,Long,1,2023-07-21 05:57:00,18018.75,VAB,2023-07-21 06:24:00,18010.25,Stop loss,-8.7,-34.8,-174,4,2116,8.5,6.25,18010.5625,18034,-1.0382
521,NQ,Long,1,2023-07-25 15:24:00,18070,VAB,2023-07-25 16:00:00,18075,Exit on session close,4.8,19.2,96,4,2212,11,9.25,18006.6875,18195.59375,0.0790
522,NQ,Short,1,2023-07-26 12:52:00,17902.75,VAB,2023-07-26 12:53:00,17909.5,Stop loss,-6.95,-27.8,-139,4,2073,9.75,0,17909.34375,17889.75,-1.0237
523,NQ,Short,1,2023-07-27 15:48:00,17931.25,VAB,2023-07-27 15:55:00,17936.5,Stop loss,-5.45,-21.8,-109,4,1964,5.25,0,17936.21875,17922,-1.0566
524,NQ,Short,1,2023-07-30 23:40:00,18146.5,VAB,2023-07-30 23:48:00,18155,Stop loss,-8.7,-34.8,-174,4,1790,8.5,3,18154.7395833333,18130.6770833333,-1.0316
525,NQ,Long,1,2023-08-03 06:02:00,17771.75,VAB,2023-08-03 06:07:00,17759.75,Stop loss,-12.2,-48.8,-244,4,1546,12,22,17759.9270833333,17795.4270833333,-1.0150
526,NQ,Long,1,2023-08-03 11:27:00,17828,VAB,2023-08-03 13:00:00,17803.25,Stop loss,-24.95,-99.8,-499,4,1047,24.75,43.75,17803.5625,17875.75,-1.0128
527,NQ,Short,1,2023-08-07 19:46:00,17826.75,VAB,2023-08-07 19:54:00,17831.75,Stop loss,-5.2,-20.8,-104,4,943,5,1.25,17831.7604166667,17816.9791666667,-0.9979
528,NQ,Short,1,2023-08-07 19:56:00,17826.5,VAB,2023-08-07 20:13:00,17817.75,Profit target,8.55,34.2,171,4,1114,1.75,8.75,17831.3125,17817.875,1.8182
529,NQ,Long,1,2023-08-08 20:11:00,17722.5,VAB,2023-08-08 20:12:00,17729,Profit target,6.3,25.2,126,4,1240,1.5,6.5,17719,17729,1.8571
530,NQ,Long,1,2023-08-08 21:01:00,17733.75,VAB,2023-08-08 21:15:00,17727.25,Stop loss,-6.7,-26.8,-134,4,1106,6.5,4,17727.46875,17745.75,-1.0348
531,NQ,Short,1,2023-08-14 20:14:00,17642.5,VAB,2023-08-14 20:21:00,17646.25,Stop loss,-3.95,-15.8,-79,4,1027,3.75,2.75,17646.0833333333,17635.0833333333,-1.0465
532,NQ,Long,1,2023-08-29 01:06:00,17479.75,VAB,2023-08-29 01:13:00,17475.5,Stop loss,-4.45,-17.8,-89,4,938,4.25,5.25,17475.625,17486.96875,-1.0303
533,NQ,Short,1,2023-09-04 22:14:00,17844,VAB,2023-09-04 22:28:00,17850.75,Stop loss,-6.95,-27.8,-139,4,799,6.75,1.5,17850.4166666667,17831.7291666667,-1.0519
534,NQ,Short,1,2023-09-08 05:06:00,17581.25,VAB,2023-09-08 05:08:00,17587.25,Stop loss,-6.2,-24.8,-124,4,675,6,3.25,17587.1979166667,17569.9166666667,-1.0088
535,NQ,Short,1,2023-09-12 07:57:00,17767.75,VAB,2023-09-12 08:05:00,17768.25,Buy to cover,-0.7,-2.8,-14,4,661,3.25,0.5,17775.3333333333,17753.3333333333,-0.0659
536,NQ,Short,1,2023-09-15 15:29:00,17540,VAB,2023-09-15 16:00:00,17534.25,Exit on session close,5.55,22.2,111,4,772,5.75,6,17550.625,17519.6875,0.5412
537,NQ,Short,1,2023-09-20 13:51:00,17448.5,VAB,2023-09-20 13:57:00,17488,Stop loss,-39.7,-158.8,-794,4,-22,39.5,7.5,17487.71875,17370.53125,-1.0072
538,NQ,Short,1,2023-09-20 23:02:00,17245.75,VAB,2023-09-20 23:23:00,17240,Profit target,5.55,22.2,111,4,89,1.5,5.75,17248.5520833333,17239.9270833333,2.0520
539,NQ,Long,1,2023-09-26 18:56:00,16885.75,VAB,2023-09-26 19:02:00,16892.75,Profit target,6.8,27.2,136,4,225,2.25,7,16881.8645833333,16892.7395833333,1.8016
540,NQ,Long,1,2023-09-26 22:20:00,16894.5,VAB,2023-09-26 22:32:00,16889.75,Stop loss,-4.95,-19.8,-99,4,126,4.75,0.75,16889.9375,16903.0625,-1.0411
541,NQ,Short,1,2023-09-29 11:14:00,17082.75,VAB,2023-09-29 11:21:00,17098.75,Stop loss,-16.2,-64.8,-324,4,-198,16,18.25,17098.5416666667,17051.6666666667,-1.0132
542,NQ,Short,1,2023-10-02 06:35:00,17040.75,VAB,2023-10-02 06:37:00,17048.5,Stop loss,-7.95,-31.8,-159,4,-357,7.75,1.75,17048.25,17026.25,-1.0333
543,NQ,Short,1,2023-10-03 21:46:00,16822.75,VAB,2023-10-03 21:51:00,16810.25,Profit target,12.3,49.2,246,4,-111,4.75,12.5,16829.4166666667,16810.1666666667,1.8750
544,NQ,Short,1,2023-10-03 22:30:00,16821.5,VAB,2023-10-03 22:49:00,16805.25,Profit target,16.05,64.2,321,4,210,1.75,16.25,16829.8125,16805.34375,1.9549
545,NQ,Long,1,2023-10-10 11:53:00,17524,VAB,2023-10-10 11:56:00,17510,Stop loss,-14.2,-56.8,-284,4,-74,14,2,17510.1666666667,17551.7291666667,-1.0120
546,NQ,Long,1,2023-10-10 13:20:00,17446.25,VAB,2023-10-10 13:23:00,17436,Stop loss,-10.45,-41.8,-209,4,-283,10.25,4.25,17436.125,17465.5,-1.0123
547,NQ,Long,1,2023-10-10 14:46:00,17446,VAB,2023-10-10 14:47:00,17438.25,Stop loss,-7.95,-31.8,-159,4,-442,7.75,0.5,17438.5,17460.0625,-1.0333
548,NQ,Long,1,2023-10-11 07:09:00,17487,VAB,2023-10-11 07:13:00,17479.5,Stop loss,-7.7,-30.8,-154,4,-596,7.5,0,17479.75,17501.75,-1.0345
549,NQ,Long,1,2023-10-11 22:05:00,17570.5,VAB,2023-10-11 22:30:00,17566.5,Stop loss,-4.2,-16.8,-84,4,-680,4,2,17566.65625,17577.625,-1.0407
550,NQ,Short,1,2023-10-13 13:47:00,17251.25,VAB,2023-10-13 13:52:00,17272,Stop loss,-20.95,-83.8,-419,4,-1099,20.75,0,17271.9375,17210.0625,-1.0030
551,NQ,Long,1,2023-10-15 23:49:00,17316.5,VAB,2023-10-15 23:51:00,17312,Stop loss,-4.7,-18.8,-94,4,-1193,4.5,0.5,17311.9375,17325.0625,-0.9863
552,NQ,Long,1,2023-10-15 23:56:00,17316.5,VAB,2023-10-16 00:06:00,17311.25,Stop loss,-5.45,-21.8,-109,4,-1302,5.25,1.75,17311.5,17325.9375,-1.0500
553,NQ,Long,1,2023-10-16 10:16:00,17462.75,VAB,2023-10-16 10:17:00,17443.5,Stop loss,-19.45,-77.8,-389,4,-1691,19.25,2.25,17443.7604166667,17499.6354166667,-1.0137
554,NQ,Long,1,2023-10-16 14:06:00,17462,VAB,2023-10-16 15:00:00,17445.5,Stop loss,-16.7,-66.8,-334,4,-2025,16.5,25.75,17445.7083333333,17493.8333333333,-1.0128
555,NQ,Short,1,2023-10-17 05:16:00,17409.5,VAB,2023-10-17 05:19:00,17397.75,Profit target,11.55,46.2,231,4,-1794,9.5,11.75,17415.5625,17397.75,1.9381
556,NQ,Long,1,2023-10-19 23:24:00,16999.5,VAB,2023-10-19 23:33:00,17004.25,Profit target,4.55,18.2,91,4,-1703,1.5,4.75,16996.6041666667,17004.1666666667,1.6403
557,NQ,Short,1,2023-10-25 15:17:00,16622.75,VAB,2023-10-25 15:17:00,16642,Stop loss,-19.45,-77.8,-389,4,-2092,19.25,0,16641.6666666667,16585.6666666667,-1.0176
558,NQ,Short,1,2023-10-25 15:35:00,16617.25,VAB,2023-10-25 16:00:00,16619,Exit on session close,-1.95,-7.8,-39,4,-2131,20.5,3.25,16651.40625,16549.875,-0.0512
559,NQ,Long,1,2023-10-30 14:38:00,16604.75,VAB,2023-10-30 14:41:00,16586,Stop loss,-18.95,-75.8,-379,4,-2510,18.75,0.5,16586.125,16641.4375,-1.0067
560,NQ,Long,1,2023-11-01 13:24:00,16763.75,VAB,2023-11-01 13:35:00,16810,Profit target,46.05,184.2,921,4,-1589,15.5,46.25,16740.3333333333,16810.0833333333,1.9751
561,NQ,Long,1,2023-11-01 13:51:00,16771,VAB,2023-11-01 14:01:00,16829.25,Profit target,58.05,232.2,1161,4,-428,35,58.25,16741.6875,16829.15625,1.9872
562,NQ,Long,1,2023-11-02 21:01:00,17113.25,VAB,2023-11-02 21:02:00,17108,Stop loss,-5.45,-21.8,-109,4,-537,5.25,0,17108.3125,17122.1875,-1.0633
